Timestamp,"What kind of pet is this (Dog, Cat, Bird, Other)","Pet's Full Name (you don't have to include your last name. Think ""Winston Churchill"" and not ""Winston Churchill MYLASTNAME"")","Pet's everyday name (e.g. ""Church"")",Pet's age,Pet's breed (if applicable)
Mon Jul 22 08:33:48 EDT 2019,Dog,Snickers,Snick ,8,LabradorRetriever
Mon Jul 22 08:34:20 EDT 2019,Dog,Max,Max,12.5,LabradorRetriever
Mon Jul 22 08:46:17 EDT 2019,Dog,Leeloo,Leeloo,2,Labradoodle
Mon Jul 22 08:50:34 EDT 2019,Dog,Owen,Owen,13,RhodesianRidgeback
Mon Jul 22 08:52:29 EDT 2019,Dog,Daisy Mae,Daisy,11,GoldenRetriever
Mon Jul 22 08:57:14 EDT 2019,Cat,Maria ,Maria ,8.5,Mix
Mon Jul 22 08:57:35 EDT 2019,Dog,Sunshine,Sunny,4,Pyrador
Mon Jul 22 08:57:38 EDT 2019,Cat,Penelope ,Penelope ,9,Calico
Mon Jul 22 08:58:09 EDT 2019,Lizard,Pebbles,Peb,4,LeopardGecko
Mon Jul 22 08:58:45 EDT 2019,Dog,Freskin,Fattima Bouffants,13,LabradorRetriever
Mon Jul 22 08:59:57 EDT 2019,Dog,Philippa,Pippa,4,AmericanHairlessTerrier
Mon Jul 22 09:00:56 EDT 2019,Dog,Lillie (Lilian now that she’s older),Lillie,5,Boxer
Mon Jul 22 09:01:53 EDT 2019,Cat,Callie,Callie,15,Unknown
Mon Jul 22 09:02:20 EDT 2019,Dog,"Dr. Wolf Barker, MD PhD DOG",Wolfie,7,Mixed Breeds
Mon Jul 22 09:02:28 EDT 2019,Dog,Toby,Tobias,10,BichonFrise
Mon Jul 22 09:02:39 EDT 2019,Cat,Mackintosh,Milo,10,Streetcorner
Mon Jul 22 09:02:54 EDT 2019,Dog,Alice,Alicima Bouffants,11,BichonFrise
Mon Jul 22 09:03:31 EDT 2019,Dog,DeeDee,Deedle Dumpling,10,BichonFrise
Mon Jul 22 09:03:51 EDT 2019,Dog,Oliver,Oliver,12,BichonFrise
Mon Jul 22 09:04:13 EDT 2019,Dog,Reuben,Reuben,12,BichonFrise
Mon Jul 22 09:04:37 EDT 2019,Dog,Mowgli," Mowgli, Mr. Tude (when he's sassy)",3.5,Yorkie Mix
Mon Jul 22 09:04:44 EDT 2019,Dog,Toby,Toby,12,LabradorRetriever
Mon Jul 22 09:05:13 EDT 2019,Rodent,Salt,Salt,2,Gerbil
Mon Jul 22 09:05:29 EDT 2019,Rodent,Pepper,Pepper,2,Gerbil
Mon Jul 22 09:05:55 EDT 2019,Cat,Shaka,Shaka,9,Siamese
Mon Jul 22 09:06:13 EDT 2019,Cat,Zia,Zia,12,Siamese
Mon Jul 22 09:06:44 EDT 2019,Dog,Buddy,Buddy,11,Muttmix
Mon Jul 22 09:06:48 EDT 2019,Dog,Bella Sitka LASTNAME,"Bell, Bella, Pretty",15,MiniatureAmericanEskimo
Mon Jul 22 09:07:38 EDT 2019,Dog,Monty,Montgomery of Fitzgerald,8,LabradorRetriever
Mon Jul 22 09:09:07 EDT 2019,Dog,Luna Lastname,"Luna, Loon, Loonie, Miss Loon, Wiggles",0.75,Doxin
Mon Jul 22 09:09:35 EDT 2019,Bird,Vaillante,Vaillant,5,Unknown
Mon Jul 22 09:10:10 EDT 2019,Dog,Echo Last Name,Echo,12,MiniatureAmericanEskimo
Mon Jul 22 09:18:21 EDT 2019,Dog,Nuffin,Nuffin,6,GoldenRetriever
Mon Jul 22 09:20:52 EDT 2019,Cat,Tauriel,Tauriel,4.5,Domesticshorthair
Mon Jul 22 09:21:11 EDT 2019,Cat,Garbanzo,Bean,4,Domesticshorthair
Mon Jul 22 09:24:15 EDT 2019,Dog,Mars,Chano ,9,Corgi
Mon Jul 22 09:29:51 EDT 2019,Dog,Calhoun Richard Anderson du Nord,Cal,3.5,GoldenRetriever
Mon Jul 22 09:37:06 EDT 2019,Dog,Charlie Brown,"Charlie, Charizard, Charles",10,LabradorRetriever
Mon Jul 22 09:37:54 EDT 2019,Dog,Bixby Lucas,Bixby,1,BlackLabMix
Mon Jul 22 09:38:26 EDT 2019,Cat,Luna Linetti,Luna,1,Blackcat
Mon Jul 22 09:38:31 EDT 2019,Dog,Taco,"Taca Taca, snorticus",13,FrenchBulldog
Mon Jul 22 09:40:22 EDT 2019,Dog,Belle,Jelly Belly,3,Beaglemix
Mon Jul 22 09:42:01 EDT 2019,Dog,Jimmy,Jimmy,3,JackRussellTerrier
Mon Jul 22 09:43:51 EDT 2019,Hamster,Wobbles,Wobbles,0.833333333,SyrianHamster
Mon Jul 22 09:45:15 EDT 2019,Cat,Buddha,Buddha,15,Domesticshorthair
Mon Jul 22 09:47:32 EDT 2019,Dog,Miles,Miles,10,RedboneCoonhound
Mon Jul 22 09:49:21 EDT 2019,Dog,Eleanor Rose,Elly,5,GoldenRetriever
Mon Jul 22 09:50:04 EDT 2019,Cat,Charlotte May,Charlotte ,4,Brownandwhitetabby
Mon Jul 22 09:56:32 EDT 2019,Dog,Cooper Jay Nigel Winston,Cooper,8,Yorkie Mix
Mon Jul 22 09:57:20 EDT 2019,Dog,Buddy Augusto,Buddy,14,CockerSpaniel
Mon Jul 22 10:01:05 EDT 2019,Dog,Dash,Dash,7,Pitbull
Mon Jul 22 10:01:06 EDT 2019,Cat,Calvin Coolidge Cat,Cal,17,Siamese
Mon Jul 22 10:02:00 EDT 2019,Cat,Gracie Coolidge Cat,Gracie,16,Russian Blue
Mon Jul 22 10:09:54 EDT 2019,Dog,Opie,Dope/ Opie,11,GoldenRetriever
Mon Jul 22 10:16:47 EDT 2019,Dog,Georgia ,Georgia ,3,Unknown
Mon Jul 22 10:19:29 EDT 2019,Cat,Emile,Mealsies,6,FrenchCharteux
Mon Jul 22 10:20:00 EDT 2019,Cat,Zoe,Zoe,3,Mixedbreedcat
Mon Jul 22 10:20:15 EDT 2019,Cat,Malcolm,Mal,3,Tabby
Mon Jul 22 10:21:02 EDT 2019,Dog,Dino,Dino,1,Keeshound
Mon Jul 22 10:20:41 EDT 2019,Cat,Molly,Molly magoo,1,Mixed Breeds
Mon Jul 22 10:21:33 EDT 2019,Cat,Bruce Springsteen,Bruce,24,Cat
Mon Jul 22 10:31:03 EDT 2019,Dog,Penny,Penny,10,Beaglemix
Mon Jul 22 10:31:37 EDT 2019,Cat,Raven,Raven,6,Blackshorthaircat
Mon Jul 22 10:32:13 EDT 2019,Cat,Clarabelle,Clarabelle,7,Polydactylshorthaircat
Mon Jul 22 10:37:11 EDT 2019,Dog,Alex’s Fiesty Girl Bailey Balogh,Bailey,10.5,GoldenRetriever
Mon Jul 22 10:42:15 EDT 2019,Dog,Rey,Reymundo,2.5,JackRussellmix
Mon Jul 22 10:43:25 EDT 2019,Dog,Uwe,Uwe,4,GoldenRetriever
Mon Jul 22 10:51:17 EDT 2019,Dog,Millie Betty,Mill,1.5,Dalmatian
Mon Jul 22 10:51:53 EDT 2019,Dog,Henry,Henny,1,Dalmatian
Mon Jul 22 10:53:33 EDT 2019,Dog,Daisy Mae,Daisy,13,Muttmix
Mon Jul 22 10:54:13 EDT 2019,Dog,Chamomile June,Cammie,9,CockerSpaniel
Mon Jul 22 10:54:55 EDT 2019,Dog,Chapman,Chapman,15,BlackLabMix
Mon Jul 22 10:55:36 EDT 2019,Dog,Tucker,Tucker,0.75,MiniAustralianShepard
Mon Jul 22 11:01:04 EDT 2019,Dog,Chappelle,Mutt,6,Dachshundmix
Mon Jul 22 11:30:25 EDT 2019,Cat,Wilhelmina Rae,Willa,5,Unknown
Mon Jul 22 11:30:58 EDT 2019,Cat,Frances Louise,Frankie,6,Unknown
Mon Jul 22 11:31:20 EDT 2019,Cat,Victoria Susan,Tori,6,Unknown
Mon Jul 22 11:31:40 EDT 2019,Cat,Ossana Mae,Ossie,5,Unknown
Mon Jul 22 11:34:27 EDT 2019,Dog,Bella,Bella,11,GreaterSwissMountainDog
Mon Jul 22 11:35:00 EDT 2019,Dog,Toby Wan Kenobi,Toby,1,GoldenRetriever
Mon Jul 22 11:38:08 EDT 2019,Dog,Daisy,Daisy,12,LabradorRetriever
Mon Jul 22 11:39:11 EDT 2019,Dog,Beaucoup du Chien,Beau,Deceased,Newfoundland
Mon Jul 22 11:39:57 EDT 2019,Dog,Pumpkin,Pumpkin,Deceased,YellowLabrador
Mon Jul 22 11:40:33 EDT 2019,Dog,Poquit,Poquit,Deceased,ChocolateLabrador
Mon Jul 22 11:41:09 EDT 2019,Cat,Orange Laurie,Orie,Deceased,Unknown
Mon Jul 22 11:41:34 EDT 2019,Cat,Sunset,Sunny,Deceased,Unknown
Mon Jul 22 11:45:50 EDT 2019,Dog,Rosie,Rosie,9,GoldenRetriever
Mon Jul 22 11:46:38 EDT 2019,Cat,Matilda,Matilda ,4,DSH(tuxedo)
Mon Jul 22 11:50:24 EDT 2019,Dog,Murphy,Murphy,10,Yorkie Mix
Mon Jul 22 11:52:39 EDT 2019,Dog,Giacomo Science,Giacomo,6,BerneseMountainDog
Mon Jul 22 11:52:39 EDT 2019,Dog,"Zuul, minion of Gozer",Zuul,5,PitbullMix
Mon Jul 22 11:52:41 EDT 2019,Dog,Trogdor Jealous,Dora,14,Mixed Breeds
Mon Jul 22 11:52:52 EDT 2019,Cat,Idalou,Lou,7,Domesticshorthair
Mon Jul 22 11:52:59 EDT 2019,Dog,Professor Tuxedo,Tux,1,BerneseMountainDog
Mon Jul 22 11:53:29 EDT 2019,Dog,Bodie,Bodie,8,GoldenRetriever
Mon Jul 22 11:53:37 EDT 2019,Dog,Zoey,Zoey,5.5,Labradoodle
Mon Jul 22 11:54:00 EDT 2019,Cat,Eddy Jefferson,Eddy,4,Cat
Mon Jul 22 11:54:34 EDT 2019,Dog,Joel Carlos,Joel,3,Beagador
Mon Jul 22 11:54:47 EDT 2019,Dog,Lola,Lola,1,EnglishCockerSpaniel
Mon Jul 22 11:54:57 EDT 2019,Cat,Margot Mae,Margot,4,Domesticshorthair
Mon Jul 22 11:55:12 EDT 2019,Dog,Rufus,Rufus,15,CairnTerrier
Mon Jul 22 11:55:16 EDT 2019,Dog,Sadie,Bubba,12,GoldenRetriever
Mon Jul 22 11:55:20 EDT 2019,Cat,Chester,Kiddo,1,Unknown
Mon Jul 22 11:55:35 EDT 2019,Dog,Zoey Deschanel,Zo,12,BichonFrise
Mon Jul 22 11:55:45 EDT 2019,Dog,Cooper,Coop,6,GoldenRetriever
Mon Jul 22 11:55:55 EDT 2019,Dog,Captain Goose,Goose,1,Foster
Mon Jul 22 11:56:00 EDT 2019,Dog,Mr Doctor Professor Constable Detective Brick,Brick,8,BritishBulldog
Mon Jul 22 11:56:27 EDT 2019,Dog,Ellie Sattler,El,1,Pibble
Mon Jul 22 11:56:52 EDT 2019,Cat,Lily,"""little shit""",4,Unknown
Mon Jul 22 11:56:52 EDT 2019,Dog,Juke,Juke,4,Dachshund
Mon Jul 22 11:56:57 EDT 2019,Dog,Blue,Blue,0.5,ChocolateLabrador
Mon Jul 22 11:57:15 EDT 2019,Dog,Kiefer Bartholomew ,Kief ,9,BelgianShepard
Mon Jul 22 11:57:48 EDT 2019,Dog,Jackson,Jax,5,Labradoodle
Mon Jul 22 11:57:57 EDT 2019,Cat,Marzipan,Pan,2,Unknown
Mon Jul 22 11:58:29 EDT 2019,Dog,Zeta bear,Bear,6,GermanShepherd
Mon Jul 22 11:58:46 EDT 2019,Cat,Sunny,Sun Bun or just Bun,0.166666667,Unknown
Mon Jul 22 12:00:22 EDT 2019,Hedgehog,Professor Minerva McGonaquill,Minnie,2.5,AfricanPygmy
Mon Jul 22 12:00:41 EDT 2019,Dog,Minnie,MinniePin,2,Muttmix
Mon Jul 22 12:01:26 EDT 2019,Fish,Fsh ,Fsh,10,"MexicanBlindCaveTetra(therefore,itwasbornwithnoeyes(soithasno“i’sinitsname))"
Mon Jul 22 12:01:44 EDT 2019,Dog,Dixie,Dixie,15,Shepherdmix
Mon Jul 22 12:02:15 EDT 2019,Dog,Rosa Barks,Rosie,11,ShihTzu
Mon Jul 22 12:02:15 EDT 2019,Dog,Charlie,Charlie,0.192307692,Cavapoo
Mon Jul 22 12:02:18 EDT 2019,Dog,Jack Dog,Jack,16,Muttmix
Mon Jul 22 12:02:23 EDT 2019,Cat,Minerva,Minny,6,Unknown
Mon Jul 22 12:02:25 EDT 2019,Dog,Timon,Timon,3,Muttmix
Mon Jul 22 12:02:38 EDT 2019,Dog,Leila Fowler-Martinez,Leila or Pinche Leila ,7,Unknown
Mon Jul 22 12:02:40 EDT 2019,Dog,Tubu,Tubu,11,Chihuahua
Mon Jul 22 12:02:42 EDT 2019,Cat,Venus,Kitty,11,Shorthairedcalico
Mon Jul 22 12:02:51 EDT 2019,Dog,Goodness Gracious,Gracy ,12,ShihTzu
Mon Jul 22 12:03:04 EDT 2019,Dog,Monkey,Monkey,11,AustralianShepardMix
Mon Jul 22 12:03:06 EDT 2019,Cat,Jynx ,Jynx,4,Domestic medium hair
Mon Jul 22 12:03:27 EDT 2019,Dog,Rosie,Rosie Posie,Deceased,GoldenRetriever
Mon Jul 22 12:03:30 EDT 2019,Cat,Wendy,Wendy,3,Domesticshorthair
Mon Jul 22 12:03:50 EDT 2019,Hamster,katya,chicken (idk why),2,Russian Dwarf Hamster
Mon Jul 22 12:04:07 EDT 2019,Dog,Scirocco Augustus,Rocco or Crocco,5,Treeing Walker Coonhound
Mon Jul 22 12:04:00 EDT 2019,Dog,Heavy Duty Puppy,Duty,4,Sheltie
Mon Jul 22 12:04:12 EDT 2019,Rabbit,Arthur,Arturo,5,EnglishLop
Mon Jul 22 12:05:01 EDT 2019,Cat,Jack,Kitty-Boy,6,TabbyMix
Mon Jul 22 12:04:40 EDT 2019,Dog,Siena Rosa,Siena,12,GoldenRetriever
Mon Jul 22 12:05:09 EDT 2019,Dog,"Buttercup Maplesde, ",Butternut,2.5,Unknown
Mon Jul 22 12:05:09 EDT 2019,Dog,"Zuez Maplesden, ",Zuzy,2.5,Unknown
Mon Jul 22 12:05:09 EDT 2019,Dog,"Bella Maplesden, ",Bella,2,Balidogmix
Mon Jul 22 12:05:09 EDT 2019,Cat,Hercules Maplesden,Hercules,2,Tabbycat
Mon Jul 22 12:05:20 EDT 2019,Dog,Ghia Lynn,Ghia or Geeg,1,BorderColliemix
Mon Jul 22 12:05:25 EDT 2019,Dog,Delilah,Lilah,7,Beagle
Mon Jul 22 12:05:41 EDT 2019,Cat,Bailey's Irish Cream,Bailey,13,SiameseMix
Mon Jul 22 12:05:48 EDT 2019,Dog,Treacle,Treacle,10,BorderColliemix
Mon Jul 22 12:06:06 EDT 2019,Dog,Sam,Sam,11,LabradorRetriever
Mon Jul 22 12:06:38 EDT 2019,Dog,Tyson,"Tysbert, T McT, Mucki, Muckelbert, Muckmuck, Maggey",14,RottweilerMix
Mon Jul 22 12:07:09 EDT 2019,Cat,Madison Square Garden,Square,2,Unknown
Mon Jul 22 12:07:41 EDT 2019,Cat,Garfield,Cooter 😳,8,Orangetabby
Mon Jul 22 12:09:07 EDT 2019,Dog,Parker,Parker,11,Goldendoodle
Mon Jul 22 12:09:43 EDT 2019,Dog,Captain Avro Clarence,Avro,6,Schnauzer
Mon Jul 22 12:11:32 EDT 2019,Dog,Carlene,Weentz,4,Muttmix
Mon Jul 22 12:14:01 EDT 2019,Dog,Linda,Linda,10,WestHighlandTerrier
Mon Jul 22 12:14:52 EDT 2019,Cat,Stellabella,Stella,7,Tortie
Mon Jul 22 12:16:07 EDT 2019,Dog,Toby Wooferton,Toby,18,Mixed Breeds
Mon Jul 22 12:17:11 EDT 2019,Dog,Sacha,Fjollehoved (Danish for goofball) ,13,GoldenLabradorRetriever
Mon Jul 22 12:17:12 EDT 2019,Cat,Ponce de Leon,Ponce ,7,Domesticshorthair
Mon Jul 22 12:17:31 EDT 2019,Dog,Snickers,Snicks,14,Labradoodle
Mon Jul 22 12:17:51 EDT 2019,Cat,Echo,Echo,12,Unknown
Mon Jul 22 12:17:59 EDT 2019,Cat,Tiga,Tiga ,7,Domesticshorthair
Mon Jul 22 12:18:17 EDT 2019,Dog,Sherlock Bones,Sherlock,4,Pitbull
Mon Jul 22 12:18:52 EDT 2019,Dog,Irene Adler,Addie,8,Bulldog
Mon Jul 22 12:19:02 EDT 2019,Cat,Bloo,Bloo,11,Unknown
Mon Jul 22 12:19:14 EDT 2019,Dog,Wallace,Wally,2,Labradoodle
Mon Jul 22 12:19:15 EDT 2019,Dog,Dude,Handsome,2.5,LabradorRetriever
Mon Jul 22 12:19:25 EDT 2019,Cat,Mitten,Tuna,13,Unknown
Mon Jul 22 12:19:41 EDT 2019,Dog,Bailey,Bailey,9,GoldenRetriever
Mon Jul 22 12:19:42 EDT 2019,Dog,Willow,Sweetie,6,LabradorRetriever
Mon Jul 22 12:21:11 EDT 2019,Dog,Philistine Smoosh,Bill,14,JackRussellTerrier
Mon Jul 22 12:21:27 EDT 2019,Cat,Kitty Cat,KC,13,Unknown
Mon Jul 22 12:21:47 EDT 2019,Cat,Elvis,Tubby,12,Siamese
Mon Jul 22 12:23:04 EDT 2019,Dog,Henry Nacho ,Henny,8,GoldenRetriever
Mon Jul 22 12:23:44 EDT 2019,Dog,Maximilian Kolby,Maxy ,16,GoldenRetriever
Mon Jul 22 12:23:52 EDT 2019,Dog,Argos,Argos,6,Mixed Breeds
Mon Jul 22 12:24:22 EDT 2019,Ferret,Buttercup,Butters,Unknown,Unknown
Mon Jul 22 12:24:26 EDT 2019,Elephant ,Jumbo,Jumbo,19,Loxodon
Mon Jul 22 12:24:35 EDT 2019,Dog,Madeline Grace ,Ma ma ,15,GoldenRetriever
Mon Jul 22 12:24:54 EDT 2019,Dog,Elvis,Elvis,11,Cockapoo
Mon Jul 22 12:25:46 EDT 2019,Dog,Coconut Butter,Coco,5,Mixed Breeds
Mon Jul 22 12:25:49 EDT 2019,Dog,Lucy-fur,Lucy,12,GoldenRetriever
Mon Jul 22 12:26:01 EDT 2019,Dog,Sophie Grace,Soph,13,BrindleBlack
Mon Jul 22 12:26:22 EDT 2019,Dog,Prince,Prince,14,Poodlemix
Mon Jul 22 12:26:35 EDT 2019,Dog,Jackson Buttsickle,Jacks,4,Mixed Breeds
Mon Jul 22 12:27:28 EDT 2019,Dog,Lassie,Lass Lass,14,MothEatenCarpet
Mon Jul 22 12:28:12 EDT 2019,Dog,Charles Xavier II,Charlie,4,GreatPyrenees
Mon Jul 22 12:28:21 EDT 2019,Cat,GingerSnapz C. Cat,GingerSnapz,7,Domesticshorthair
Mon Jul 22 12:30:36 EDT 2019,Dog,Caroline,Caroline,5,PurebredAlabamaMutt
Mon Jul 22 12:31:22 EDT 2019,Cat,Shadow,Shadow,11,Unknown
Mon Jul 22 12:31:58 EDT 2019,Cat,Murray 2,Murray,7,Unknown
Mon Jul 22 12:31:59 EDT 2019,Dog,Beau,"Goomby, Mr. Beauregard",4,GoldenRetriever
Mon Jul 22 12:32:38 EDT 2019,Dog,Lindon,Lindy loo,10,Labradormix
Mon Jul 22 12:32:57 EDT 2019,Cat,Marilyn,"Chirp, Pumpkin Pie, Meow Meow",5,Orange
Mon Jul 22 12:33:09 EDT 2019,Dog,Tedward,Teddy,4,ShihTzu
Mon Jul 22 12:33:46 EDT 2019,Dog,Zuzu,Zu,4,ShihTzu
Mon Jul 22 12:34:15 EDT 2019,Dog,Marcus Brutus,Brutus,4,Boxer
Mon Jul 22 12:35:34 EDT 2019,Cat,Charlie Chaplin ,Charlie,1,Unknown
Mon Jul 22 12:35:58 EDT 2019,Cat,Molly Tigerlily,Molly,1,Unknown
Mon Jul 22 12:37:13 EDT 2019,Cat,Britannia,Brit,10,Unknown
Mon Jul 22 12:37:18 EDT 2019,Dog,Brownie Leigh,Brownie ,3,GoldenShepherd
Mon Jul 22 12:40:30 EDT 2019,Dog,Jersey Girl,Jersey ,11,Huskymix
Mon Jul 22 12:40:49 EDT 2019,Dog,Stella,Stells,10,Goldendoodle
Mon Jul 22 12:41:13 EDT 2019,Dog,Lizzie,Lizzie Pie,6,Huskymix
Mon Jul 22 12:41:28 EDT 2019,Cat,Marby,Beanie baby,14,Americanshorthair
Mon Jul 22 12:41:47 EDT 2019,Dog,Roxy,Roxy Socks,1,Muttmix
Mon Jul 22 12:42:19 EDT 2019,Dog,Coco Murfree,Coco,9,BorderCollie
Mon Jul 22 12:42:26 EDT 2019,Dog,Ozzy,Ozlet,1,MinnieAustralianShepherd/Cockapoo
Mon Jul 22 12:44:53 EDT 2019,Dog,Winston Pigaloo,Winston or Lewis,6,Pug
Mon Jul 22 12:45:29 EDT 2019,Dog,Noodle,Noodle / Weenie,13,WeinerDog
Mon Jul 22 12:46:00 EDT 2019,Dog,Phantom,Phantom ,5,PitbullMix
Mon Jul 22 12:52:28 EDT 2019,Dog,Ellen Park,Ellen,3,GoldenRetriever
Mon Jul 22 12:53:24 EDT 2019,Cat,Meredith,Mer,1,Domesticshorthair
Mon Jul 22 12:57:11 EDT 2019,Cat,Brennan Zachary,Punkin butt,8,Domesticshorthair
Mon Jul 22 13:00:59 EDT 2019,Others,Fishy,Fishy,18,Unknown
Mon Jul 22 13:02:57 EDT 2019,Dog,Spud,Schmoops ,1.5,PembrokeWelshCorgi
Mon Jul 22 13:03:38 EDT 2019,Dog,FN 2187,Finn,1.5,Goldendoodle
Mon Jul 22 13:04:06 EDT 2019,Cat,Frank En Stein  ,Frank,8,MaineCoon
Mon Jul 22 13:04:23 EDT 2019,Dog,Pisco,Pisco,5,GermanWirehairedPointer
Mon Jul 22 13:04:25 EDT 2019,Dog,Sadie,Sadie,3,GoldenShepherdmix
Mon Jul 22 13:04:51 EDT 2019,Dog,Lola,Loli Ravioli ,0.75,GoldenRetriever
Mon Jul 22 13:08:42 EDT 2019,Dog,Addie Heart,Addie,8,Labradormix
Mon Jul 22 13:11:54 EDT 2019,Dog,Ernie,"Ernburn, Erndog, Ernieworm ",1,Unknown
Mon Jul 22 13:14:23 EDT 2019,Rodent,Milo Chicken Nugget,Milo,0.541666667,Chinchilla
Mon Jul 22 13:22:40 EDT 2019,Cat,Melon,Mel,3,Black
Mon Jul 22 13:24:30 EDT 2019,Dog,Semaj,"Sammich, Dumbledork",4,ShihTzu
Mon Jul 22 13:25:17 EDT 2019,Dog,Maya,"Little Miss Maya, Diva",8,ShihTzu
Mon Jul 22 13:26:44 EDT 2019,Dog,Bijou,Bijou,12,JackRussellmix
Mon Jul 22 13:27:21 EDT 2019,Dog,Pesto,Pesto,0.75,Beagle
Mon Jul 22 13:29:05 EDT 2019,Dog,Maggie,Magz,Unknown,Eskimomix
Mon Jul 22 13:35:02 EDT 2019,Cat,Doctor snuggles von fluffybottom,D.O.C.,6,Unknown
Mon Jul 22 13:35:55 EDT 2019,Dog,Toby,Toby,1,GoldenRetriever
Mon Jul 22 13:35:35 EDT 2019,Dog,Jacob Marley,Jake,6,GoldenRetriever
Mon Jul 22 13:36:38 EDT 2019,Cat,Dixie,potato,11,fluffy
Mon Jul 22 13:40:57 EDT 2019,Dog,Cujo,Bubby,11,CockerSpaniel
Mon Jul 22 13:42:35 EDT 2019,Cat,Finn,Finnard  ,9,Longhair
Mon Jul 22 13:44:18 EDT 2019,Dog,Maizie,Maizie,0.333333333,Schnauzer
Mon Jul 22 13:57:54 EDT 2019,Dog,Bruce D4,Bruce,12,Dachshund
Mon Jul 22 13:58:44 EDT 2019,Dog,Jackie Kate,Jackie,5,Labradormix
Mon Jul 22 13:59:02 EDT 2019,Dog,Daisy Bear,Daisy or Bear,2.5,GermanShepherd
Mon Jul 22 13:59:16 EDT 2019,Lizard,Donut,Donut,5,CrestedGecko
Mon Jul 22 13:59:22 EDT 2019,Fish,Whiskers Goldie-the-Goldfish Sweetie,Whiskies,2,BettaFish
Mon Jul 22 13:59:52 EDT 2019,Dog,Tinker Stinker,Stinks,2.5,GermanShepherd
Mon Jul 22 14:00:00 EDT 2019,Cat,Vinnie,Huggiebear Biden,4,N/A
Mon Jul 22 14:00:55 EDT 2019,Cat,Watson & Crick (I have two cats),Dr. Watson & Dr. Crick,8.5,atabbyandagreycat
Mon Jul 22 14:01:26 EDT 2019,Dog,Mile High Ice Storm,Miles,7,GoldenRetriever
Mon Jul 22 14:02:01 EDT 2019,Dog,Breezy Bear,Breezy,1,GoldenRetriever
Mon Jul 22 14:02:44 EDT 2019,Dog,Nara,Gorda,3,AustralianCattleDog
Mon Jul 22 14:02:46 EDT 2019,Dog,"Wyatt Daniel, the Wild Corgo",Wyatt,2,PembrokeWelshCorgi
Mon Jul 22 14:09:47 EDT 2019,Dog,,Petra,,GoldenRetriever
Mon Jul 22 14:10:26 EDT 2019,Fish,Waffle,Waffle,2,BettaFish
Mon Jul 22 14:11:21 EDT 2019,Dog,Rosie,Rosie,10,WalkerHound
Mon Jul 22 14:14:15 EDT 2019,Dog,Lilly,Lilly,10,GermanShepherdmix
Mon Jul 22 14:14:55 EDT 2019,Dog,Charles,Charles,12,MiniatureSchnauzer/Poodle
Mon Jul 22 14:15:28 EDT 2019,Dog,Pippa,Pip,11,Goldendoodle
Mon Jul 22 14:18:11 EDT 2019,Dog,Oliver,Ollie,7,JackRussellTerrier
Mon Jul 22 14:20:05 EDT 2019,Dog,Kiku,Kiku,3,Muttmix
Mon Jul 22 14:20:32 EDT 2019,Dog,Brandy,Brenda,10,Havanese
Mon Jul 22 14:21:00 EDT 2019,Dog,Bobby,bobkin,8,ShihTzu
Mon Jul 22 14:21:14 EDT 2019,Dog,Emma,Emma,12,ShihTzu
Mon Jul 22 14:22:05 EDT 2019,Dog,Bessy ,Bess,10,LabradorRetriever
Mon Jul 22 14:22:55 EDT 2019,Cat,Romanovski ,Romi ,5,Domesticshorthair
Mon Jul 22 14:23:35 EDT 2019,Cat,Fifi La Pou,Fifi,2,DomesticLonghair
Mon Jul 22 14:24:20 EDT 2019,Cat,Georgie Porgie,Georgie / Saucy ,1,Domesticshorthair
Mon Jul 22 14:24:27 EDT 2019,Dog,Dakota,"Woobis, Woobie",13,Mixed Breeds
Mon Jul 22 14:25:47 EDT 2019,Dog,Altrichter,Cooper,9,GoldenRetriever
Mon Jul 22 14:26:10 EDT 2019,Dog,Tucker,Tuck,7,GoldenRetriever
Mon Jul 22 14:26:27 EDT 2019,Cat,Milo,Milo,13,Tabby
Mon Jul 22 14:27:49 EDT 2019,Fish,Pepperwood,Pepperwood,1,BettaFish
Mon Jul 22 14:29:43 EDT 2019,Cat,Jameson Chewbacca ,Jamie,15,Americanshorthair
Mon Jul 22 14:30:32 EDT 2019,Dog,Penny Bellew,Penny,6,LabradorRetriever
Mon Jul 22 14:31:52 EDT 2019,Others,Buddy,Buddy,2,Unknown
Mon Jul 22 14:32:07 EDT 2019,Cat,Cat Jenkins,Cat,2,Unknown
Mon Jul 22 14:32:24 EDT 2019,Cat,Crouton,Crouton,3,Unknown
Mon Jul 22 14:35:15 EDT 2019,Dog,Morena,Morena,2,Corgi
Mon Jul 22 14:38:06 EDT 2019,Cat,Samus Aran,Samus,14,Tabby
Mon Jul 22 14:40:18 EDT 2019,Dog,Brownie,Bub,13,Maltipoo
Mon Jul 22 14:41:35 EDT 2019,Dog,Mose Schrute,Mose,2,GermanShepherd
Mon Jul 22 14:44:03 EDT 2019,Dog,Rocky,Rocky,6,Corgidor
Mon Jul 22 14:44:26 EDT 2019,Cat,Rosalind Franklin ,Rosie,1,Unknown
Mon Jul 22 14:44:43 EDT 2019,Cat,Harley quinn,Baby Kitty,5,Unknown
Mon Jul 22 14:45:05 EDT 2019,Fish,Sushi,Sushi,2,BettaFish
Mon Jul 22 14:59:55 EDT 2019,Cat,Mister Beans,Mister beans/ beans/ beansy boi,10,Greydomesticshorthair
